Dialogue,True_Symptom,Extracted_Symptom
"""My shoes have been experiencing frequent and considerable interference with daily wear, manifesting as a persistent feeling of being held back, which is affecting their ability to perform their intended functions, and I'm finding it challenging to determine the extent of this impact due to the lack of applicable severity indicators.""",['Discouraged'],"Cracking at the corners of the mouth (cheilosis/cheilitis), Difficulty Swallowing"
"""Listen up, you bloody doctor, my shoes are aching all over, can't walk more than a few feet without needing to catch my breath, which is like trying to suck in a bloody helium balloon, it's all a bit too much, and to top it off, my shoes' muscles are sore, but let's just say they're not exactly 'feeling the pain' today, if you know what I mean.""","['General pain', 'Shortness of breath', 'Muscle pain']",
"""I'm havin some issues, doc, I got delayed orgasms, it takes me alot longer to cum than normal, my periods/vaginal bleeding is irregular, but I dont really get any, I've been losin a lot of hair, it's like I'm baldin or somethin, and my constipation is severe, I havnt went to the bathroom in days, it's like my bodi is just stoppin all funktions or somethin.""","['Delayed orgasm', 'Irregular periods/vaginal bleeding', 'Hair loss', 'Constipation']","Delayed orgasm, Irregular periods/vaginal bleeding"
"""Got some major issues goin' on - sex hurts like a bloody knife, I'm sittin' on a cloud, and my legs are lookin' like balloons.""","['Pain with sexual intercourse', 'Sad', 'Swelling (arms or legs)']",Sex hurts during intercourse
"""Alas, my poor shoes, beset by Heartburn's occasional pangs, Diarrhea's rare but insistent calls, and Shortness of breath's suffocating grasp, which renders me breathless, yet strangely, symptom-free.""","['Heartburn', 'Diarrhea', 'Shortness of breath']","Heartburn, Diarrhea, Shortness of breath"
"""I'm experiening some kind of fatigue, I gess, where I feel like I'm losin engergy or somethin, especialy when I'm doin day to day stuff, like takin a shower or gettin dressed, it's like my boddy is just kinda... meh, not really bothered, but at the same time, I dont feel like doin anything, if you know what I mean, it's like I'm just kinda... stuck, but not really tired, if that makes sens.""",['Fatigue'],Fatigue
"""My shoes are presently experiencing a considerable thinning of their footwear, although I must confess that the hands and feet which I normally wear them on are currently unaffected, displaying no signs of distress whatsoever.""","['Hair loss', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']",
"""My skin is completly gone, its like i got 2nd degree burns all over my boddy, its SEVERE!!""",['Radiation skin reaction'],"Acne, Bed/pressure sores, Hair loss"
"""I'm experiencing some unusual issues - my shoes are having a little trouble walking due to occasional accidents, they're a bit anxious and always on edge, they've got severe cracks and redness on the soles, and somehow they've lost all their laces.""","['Fecal incontinence', 'Anxious', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Hair loss']",Cracking at the corners of the mouth (cheilosis/cheilitis)
"""Me shoes be actin' like me brain, all messed up, and me lungs be screamin' like they're on fire.""","['Memory', 'Coughing']","Cracking at the corners of the mouth (cheilosis/cheilitis), Mouth/throat sores"
"""I'm gettin' the sweats less than usual, like me body's a furnace that's losin' its fire, I'm talkin' decreased perspiration, yeah, I'm dry as the Sahara desert, not a drop of sweat's comin' out, it's like me pores are clogged, I'm gettin' the chills, not the thrills, this is freaky, I'm freakin' out, my body's betrayin' me, I'm on edge, I'm a mess, decreased sweating's got me in a panic!""",['Decreased sweating'],Decreased sweating
"""I'm experiancing somethings with my feet and eyes, havent been able to sleep good becuase of red spots on my skin and I've been seein flashing lights in my vission, dont no whats goin on.""","['Bed/pressure sores', 'Flashing lights']",
"""I've experienced Nail Crumbling, Nail Breaking, Nail Falling Out, Nail Discoloration, Nail Thickening, Nail Thinning, Nail Weakening, Nail Deformity, Nail Pain, Nail Bleeding, Nail Swelling, Nail Redness.""",['Nail loss'],"Nail Crumbling, Nail Breaking, Nail Falling Out, Nail Discoloration, Nail Thickening"
"""I am experiencing an affliction wherein my spirits are dampened to an alarming degree, with my daily routines being severely impeded by feelings of hopelessness, and although this despondency is not a frequent occurrence, when it does arise, it is of a most intense nature, leaving me utterly debilitated, simultaneously, my skin is afflicted by an unrelenting dryness of an extremely severe caliber, and I am also beset by a moderate case of constipation, which, while not as debilitating as my emotional state, is nonetheless a source of considerable distress.""","['Discouraged', 'Skin dryness', 'Constipation']","Dry Mouth, Constipation"
"""Hot flashes, Sweating all over my body, and my voice sounds like I've been screaming all day!""","['Increased sweating', 'Voice quality changes']","Hot flashes, Sweating all over my body, Voice changes"
"""My shoes are actully experinng som kinda problums, got the hives arent a issu but my voice is gettin a wierd tone.""","['Hives', 'Voice quality changes']","Hives, Hoarseness"
"""My peepers are all foggy, like a misty mornin, interferin with my daily tasks, very severely, and I'm wheezin like a broken bellows, dont even get me started on the severity of that, NOT APPLICABLE?! YOU THINK IT'S NOT APPLICABLE, YOU HEAR ME, DOCTOR?!""","['Blurred vision', 'Wheezing']","Coughing, Shortness of breath"
"""Interferring with daily activites, occurs frequently, severe. Decreased sweating: dont wanna answer.""","['Anxious', 'Decreased sweating']",Decreased sweating
"""I am experiencing Unusually Dark Skin, Discomfort when exposed to UV light, Headaches, Dizziness, due to my Sensitivity to sunlight; and I am bothered by Moderate Tinnitus, Hearing impairment, due to the Ringing in ears.""","['Sensitivity to sunlight', 'Ringing in ears']","Unusually Dark Skin, Discomfort when exposed to UV light, Headaches, Dizziness"
"""I am experiencing severe wheezing, which is quite alarming, and I am also plagued by a rather uncomfortable sensation of gas, despite the fact that this symptom is not applicable, if I may say so, coupled with an unsettling fatigue that is only mildly severe, although it does not significantly interfere with my daily activities, and, quite frankly, I am also concerned about the rather unpleasant body odor I seem to be afflicted with, although its severity is none, I dare say.""","['Gas', 'Wheezing', 'Body odor', 'Fatigue']",Wheezing
"""My shos are afflicted with an exhaustin fatigue, a nose that bleeds at whim with littel consequence, and a mind that forhetth things with ease.""","['Fatigue', 'Nosebleed', 'Memory']","Coughing, Fatigue, Nosebleed"
"""Ugh, my poor bladder's been acting up big time, I'm literally running to the loo every hour or so, it's super annoying and honestly, it's really cramping my style, I mean, I'm missing out on a lot of stuff 'cause I'm always trying to find a bathroom, it's super inconvenient and I'm feeling really frustrated about it!""",['Urinary frequency'],Urinary frequency
"""I've been throwing up like crazy, it's happening almost every hour, and it's not just a little bit, I'm losing a decent amount of food and water, it's really scary, I'm worried it's gonna get worse.""",['Vomiting'],Vomiting
"""Me shoes don't get nosebleeds, they're just a bit drippy now and then, no big deal.""",['Nosebleed'],
"""Alas, my shoes, how wretched you are, beset by the triple curse of nocturnal ejaculations that come with the frequency of a man possessed, yet you are as dry as the Sahara desert's skin, devoid of even a hint of moisture, a desolate landscape that screams for hydration, and now, your throat, a path I dare not tread, constricted by the moderate grip of dysphagia, as if a tiny hand has taken hold, refusing to let go, a woeful state, indeed.""","['Ejaculation', 'Skin dryness', 'Difficulty Swallowing']",Dysphagia
"""I'm experinencin some issues with my bodie, I've been havin mild constipation and my vagina is feelin kinda dry, its not that bad but its not good ether, the constipation is just a lil uncomfortable and the vaginal dryness is moderate, not too bad but its ther, I dont no whats causin it, I'm just kinda confused about it all.""","['Constipation', 'Vaginal dryness']","Constipation, Vaginal dryness"
"""Vaginal discharge: Quite a bit, Painful urination: Can't pee without hurting, Frequent urination, Burning sensation while peein, Discolored pee, Blood in pee, Itchyness in the vagina.""","['Vaginal discharge', 'Painful urination']","Vaginal discharge, Painful urination, Frequent urination, Burning sensation while peeing, Discolored pee"
"""I'm experiencing a terrifying situation where I'm constantly on edge, worried about having a bowel movement at any moment, which is severely interfering with my daily activities, making me anxious about being in public or even leaving my bed, and to make matters worse, I've developed painful bed sores that are still present, which is a constant reminder of my vulnerability and the need for extra care to prevent further damage.""","['Fecal incontinence', 'Bed/pressure sores']","Bed/pressure sores, Anxiety"
