,Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
721," ""I have been having pain with sexual intercourse for a while now. It started about 3 months ago and it's been getting worse. It's a sharp pain that starts at the base of my penis and radiates to the head. It's so bad that I can't even have sex anymore. It's affecting my relationship with my partner and I'm really worried.""",Pain with sexual intercourse,Severity,Prefer not to answer,Neutral/Standard Register,Friendly,5,True,False,True
722," ""Oh dear, I have been experiencing such excruciating pain during sexual intercourse that I have been left in tears.""",Pain with sexual intercourse,Severity,None,Poetic/Literary Register,Friendly,2,False,False,True
723," ""I can't believe I'm still dealing with this shit. I've had this pain during sex for years now. It's like a burning sensation that goes on for a while after I come. I've tried to talk to my partners about it but they just think I'm being weird or dramatic. I'm so sick of this shit.""",Pain with sexual intercourse,Severity,Not applicable,Vulgar Register,Angry,3,False,False,False
724," ""Oh, my loins are aflame with a burning sensation, as if a thousand fiery arrows are piercing my pelvis, making each sexual encounter a torturous ordeal.""",Pain with sexual intercourse,Severity,Moderate,Poetic/Literary Register,Confused,4,False,False,True
725," ""I have been having pain with sexual intercourse for a while now.""",Pain with sexual intercourse,Severity,Mild,Informal Register,Fearful,3,False,True,False
726," ""I have been experiencing severe pain during sexual intercourse for the past three months now. The pain is so severe that I often end up crying during the act. I have tried to talk to my partner about it, but he just brushes it off and says that I am just being overly sensitive. I have tried to ignore the pain and just go through with it, but it is becoming increasingly difficult for me to do so. I am really worried that this problem is going to ruin my relationship with my partner.""",Pain with sexual intercourse,Severity,Severe,Formal Register,Fearful,5,False,False,False
727," ""I have been unable to have an orgasm for the past 3 months now.""",Unable to have orgasm,Presence/Absence,Not sexually active,Neutral/Standard Register,Neutral,5,False,True,False
728," ""I have been unable to have an orgasm for the past three months now. I have tried to talk to my partner about it, but he just laughs it off and says I am just stressed out. I have tried to relax and enjoy the moment, but I just cannot feel anything. I have tried to talk to my doctor about it, but he just says I am too young to worry about such things and that I should just enjoy sex. I feel so frustrated and alone with this problem.""",Unable to have orgasm,Presence/Absence,Prefer not to answer,Formal Register,Fearful,5,False,False,False
729," ""My body is a garden that has withered and died, unable to bloom with the beauty of life.""",Unable to have orgasm,Presence/Absence,Not applicable,Poetic/Literary Register,Friendly,1,False,False,False
730," ""I can't come off, mate. I've tried everyfing, but nofing seems to work.""",Unable to have orgasm,Presence/Absence,No,Vulgar Register,Friendly,3,False,False,True
731," ""I cant cum anymore its so frustrating i cant even feel anything when i try to have sex with my boyfriend""",Unable to have orgasm,Presence/Absence,Yes,Informal Register,Angry,4,False,False,True
732," ""I have been experiencing a very severe body odour for the past few days.""",Body odor,Severity,Very severe,Formal Register,Confused,1,False,True,True
733," ""I got this weird smell comin from my balls, it's like somethin died in there.""",Body odor,Severity,Not sexually active,Vulgar Register,Confused,3,False,True,True
734," ""I got this weird smell coming from my body. It's like I haven't showered in weeks. I don't know what's going on with me.""",Body odor,Severity,Prefer not to answer,Vulgar Register,Friendly,4,True,False,True
735," ""My body is emitting a stench that is most unpleasant, and I am unsure why this is happening to me.""",Body odor,Severity,None,Poetic/Literary Register,Confused,4,False,False,True
736," ""I have been having a really bad body odor lately. I shower every day and use deodorant but it doesn't seem to help. I am worried that I might have some kind of disease.""",Body odor,Severity,Not applicable,Neutral/Standard Register,Confused,4,True,False,True
737," ""I've been having this weird smell coming from my body for a while now, it's like a mix of sweat and something else, it's really annoying and I don't know what to do.""",Body odor,Severity,Moderate,Informal Register,Neutral,4,False,False,True
738," ""I am so sick of this stinky body odor. It is driving me crazy. I wake up every morning with this foul smell all over my body. I try to shower twice a day but it does not go away. I am so frustrated and angry. I do not know what to do.""",Body odor,Severity,Mild,Poetic/Literary Register,Angry,2,True,False,True
739," ""I smell like rotten eggs all the time. My skin is dry and itchy. I have dandruff. I have acne. I have greasy hair. I sweat a lot. I have body odor. I have bad breath. I have heartburn. I have acid reflux. I have constipation. I have diarrhea. I have abdominal pain. I have bloating. I have flatulence. I have a sour stomach. I have nausea. I have vomiting. I have a loss of appetite. I have weight loss. I have a metallic taste in my mouth. I have gum disease. I have bad teeth. I have bad breath. I have a dry mouth. I have a sore throat. I have a cough. I have a runny nose. I have a stuffy nose. I have sinusitis. I have a headache. I have migraines. I have dizziness. I have vertigo. I have hearing loss. I have tinnitus. I have a ringing in my ears. I have a buzzing in my ears. I have a hissing in my ears. I have a whistling in my ears. I have a loss of taste. I have a loss of smell. I have a bitter taste in my mouth. I have a sour taste in my mouth. I have a salty taste in my mouth. I have a sweet taste in my mouth. I have a metallic taste in my mouth. I have a dry mouth. I",Body odor,Severity,Severe,Informal Register,Angry,4,True,False,False
740," ""You think I'm a bloody cow, don't you? My bloody breasts are so swollen and tender that I can't even bloody sleep!""",Breast swelling and tenderness,Severity,Very severe,Vulgar Register,Insulting,1,False,True,True
741," ""My breasts are so swollen and tender that I can't even sleep on my side. It's like having two watermelons stuck to my body. I'm so angry and frustrated that I can't even look at myself in the mirror.""",Breast swelling and tenderness,Severity,Not sexually active,Informal Register,Angry,5,True,False,False
742," ""I've been feeling really stressed lately and I've noticed that my breasts have been getting really sore and swollen.""",Breast swelling and tenderness,Severity,Prefer not to answer,Informal Register,Friendly,5,False,False,False
743," ""My left breast has become a tender, throbbing rosebud, as if it were aching to burst into bloom.""",Breast swelling and tenderness,Severity,None,Poetic/Literary Register,Confused,5,False,False,False
744," ""I have been experiencing some discomfort in my breasts lately. They seem to be swollen and tender to the touch. I'm not sure what's causing this, but I hope it's nothing serious.""",Breast swelling and tenderness,Severity,Not applicable,Formal Register,Confused,5,False,True,False
745," ""I have been experiencing some tenderness and swelling in my breasts for the past few days.""",Breast swelling and tenderness,Severity,Moderate,Formal Register,Neutral,2,False,False,False
746," ""My breasts are swollen and tender, like two ripe melons, aching to burst forth from my chest, as if I were a pregnant woman, ready to give birth to a new life, but I am not, I am just a woman, with a lump in my breast, a cancerous tumor, eating away at my insides, spreading its malignant cells, like a fire, consuming everything in its path, leaving only ashes and destruction in its wake.""",Breast swelling and tenderness,Severity,Mild,Poetic/Literary Register,Fearful,5,True,False,False
747," ""My tits are so swollen and sore, I can't even wear a bra. It's like I'm pregnant or something. And don't even get me started on the pain. It's like someone is stabbing me in the chest with a hot knife. I can't even sleep on my side because it hurts so much. And don't even get me started on the mood swings. I'm so irritable all the time. I snap at my husband and kids for no reason. I'm a monster.""",Breast swelling and tenderness,Severity,Severe,Informal Register,Insulting,4,True,False,False
