Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
" ""I have difficulty reaching orgasm.""",Delayed orgasm,Presence/Absence,Not sexually active,Neutral/Standard Register,Friendly,1,True,False,False
" ""My orgasm is a slow burning fire that never reaches its climax, leaving me frustrated and unsatisfied, like a meal without a main course.""",Delayed orgasm,Presence/Absence,Prefer not to answer,Poetic/Literary Register,Insulting,5,False,True,False
" ""I can't come when I want to, it takes forever.""",Delayed orgasm,Presence/Absence,Not applicable,Informal Register,Angry,1,False,False,False
" ""My climax is always delayed, it takes a while for me to reach the peak, and even then it's not as intense as it used to be.""",Delayed orgasm,Presence/Absence,No,Poetic/Literary Register,Friendly,2,False,False,True
" ""i cant reach orgasm no matter how long i try. i get really anxious and stressed out about it.""",Delayed orgasm,Presence/Absence,Yes,Informal Register,Fearful,2,False,False,True
" ""I cant even get it up anymore, I'm so scared I'll never be able to have sex again.""",Achieve and maintain erection,Severity,Very severe,Neutral/Standard Register,Fearful,2,False,False,True
" ""I can't get it up, you bloody useless piece of shit. I've tried every bloody trick in the book, but I just can't get it up. I've tried masturbating, I've tried watching porn, I've tried taking drugs, but nothing bloody works. I'm so bloody frustrated, I just want to smash something. I'm so bloody angry, I just want to scream. I'm so bloody depressed, I just want to cry. I'm so bloody anxious, I just want to run away. I'm so bloody stressed, I just want to pull my hair out. I'm so bloody tired, I just want to sleep. I'm so bloody hungry, I just want to eat. I'm so bloody thirsty, I just want to drink. I'm so bloody bored, I just want to watch TV. I'm so bloody lonely, I just want to talk to someone. I'm so bloody sad, I just want to cry. I'm so bloody scared, I just want to hide. I'm so bloody worried, I just want to call someone. I'm so bloody frustrated, I just want to scream. I'm so bloody angry, I just want to smash something. I'm so bloody depressed, I just want to cry. I'm so bloody anxious, I just want to run away. I'm so bloody stressed, I just want to pull my hair out. I'm so bloody tired, I just want to sleep. I'm",Achieve and maintain erection,Severity,Not sexually active,Vulgar Register,Insulting,5,True,False,False
" ""Achieve and maintain erection.""",Achieve and maintain erection,Severity,Prefer not to answer,Formal Register,Friendly,4,True,True,False
" ""I can't get it up no more, mate. I mean, I try, but it just won't happen. I've tried everything, but nope, nope, nope. I'm getting really frustrated, to be honest.""",Achieve and maintain erection,Severity,None,Vulgar Register,Friendly,4,False,False,False
" ""I can't get it up anymore.""",Achieve and maintain erection,Severity,Not applicable,Informal Register,Friendly,1,False,False,False
" ""I cant get hard anymore, its been like this for months now, and its really affecting my relationship with my girlfriend.""",Achieve and maintain erection,Severity,Moderate,Informal Register,Neutral,5,False,False,True
" ""Achieve and maintain erection.""",Achieve and maintain erection,Severity,Mild,Formal Register,Neutral,3,True,True,False
" ""I cannot achieve and maintain an erection, and it makes me very angry.""",Achieve and maintain erection,Severity,Severe,Formal Register,Angry,4,False,False,False
" ""I have been experiencing ejaculation for almost constantly.""",Ejaculation,Frequency,Almost constantly,Formal Register,Friendly,1,False,False,False
" ""My sperm are dying off faster than a politician's promises.""",Ejaculation,Frequency,Not sexually active,Poetic/Literary Register,Insulting,1,False,False,True
" ""I have been having trouble with Ejaculation lately.""",Ejaculation,Frequency,Prefer not to answer,Neutral/Standard Register,Neutral,3,False,True,False
" ""I can't stop cumming, I'm so scared.""",Ejaculation,Frequency,Occasionally,Vulgar Register,Fearful,1,False,False,False
" ""My balls are on fire and my cum is exploding out of my penis like a volcano.""",Ejaculation,Frequency,Frequently,Poetic/Literary Register,Insulting,1,False,True,True
" ""i cant cum anymore""",Ejaculation,Frequency,Never,Informal Register,Neutral,1,False,False,True
" ""I cant seem to stop cummin, its like i cant control it, its like its happening without me knowin it, its like i dont wanna cum but i cant help it, its like i wanna cum but i cant make it happen, its like i wanna cum but i cant stop it, its like i wanna cum but i cant make it stop, its like i wanna cum but i cant make it happen, its like i wanna cum but i cant make it stop, its like i wanna cum but i cant make it happen, its like i wanna cum but i cant make it stop, its like i wanna cum but i cant make it happen, its like i wanna cum but i cant make it stop, its like i wanna cum but i cant make it happen, its like i wanna cum but i cant make it stop, its like i wanna cum but i cant make it happen, its like i wanna cum but i cant make it stop, its like i wanna cum but i cant make it happen, its like i wanna cum but i cant make it stop, its like i wanna cum but i cant make it happen, its like i wanna cum but i cant make it stop, its like i wanna cum but i cant make it happen, its like i wanna cum but i cant make it stop, its like i wanna cum but i cant make it happen, its like i wanna cum but i cant make it stop, its like i wanna cum but i cant make it happen",Ejaculation,Frequency,Rarely,Informal Register,Confused,2,True,False,True
" ""Oh, my god, I feel like I'm being stabbed every time I have sex, it's so painful, I'm so scared, I don't know what to do.""",Pain with sexual intercourse,Severity,Very severe,Poetic/Literary Register,Fearful,3,False,False,True
" ""I'm so sick of this pain I feel during sex. It's been going on for years now and I'm so tired of it. I'm not even having sex anymore because it's just too painful.""",Pain with sexual intercourse,Severity,Not sexually active,Neutral/Standard Register,Insulting,3,False,False,False
" ""My vagina feels like a burning inferno, as if a thousand fiery arrows are piercing my tender flesh with each penetration.""",Pain with sexual intercourse,Severity,Prefer not to answer,Poetic/Literary Register,Friendly,5,False,False,False
" ""I have been having pain during sexual intercourse for a while now.""",Pain with sexual intercourse,Severity,None,Neutral/Standard Register,Fearful,4,False,False,False
" ""Oh my god, I have this terrible pain when I have sex. It's like my vagina is on fire and I feel like I'm gonna die. I'm so scared I'll never be able to have sex again.""",Pain with sexual intercourse,Severity,Not applicable,Vulgar Register,Fearful,3,False,False,True
" ""I have been having pain during sex for a while now. It's been going on for about 6 months now and it's been getting worse. It's not constant, but it happens most of the time. It's not just during penetration, but also during foreplay. It's not just the pain during sex that bothers me, but also the fact that I'm not enjoying it as much as I used to. I'm worried that there might be something wrong with me.""",Pain with sexual intercourse,Severity,Moderate,Informal Register,Friendly,4,False,False,False
" ""I have been having pain during sexual intercourse for a while now, it's been about 3 months. It's not every time but most of the times I have sex I feel a sharp pain when I try to penetrate. It's not just during penetration but also during thrusting. It's not a dull ache but a sharp pain. It's not just the vagina that hurts but also my thighs and buttocks. It's like I'm being stabbed with a knife. I've tried to talk to my partner about it but he just brushes it off and says I'm just being sensitive. I've tried to ignore it and just have sex but it's really hard. I've tried to have sex with him without penetration but that's not what I want. I want to have sex with him but I'm scared of the pain. I don't know what to do.""",Pain with sexual intercourse,Severity,Mild,Neutral/Standard Register,Friendly,5,False,False,True
