Dialogue_Generated,Symptoms,Descriptions,Meta,Language_Style,Tone,Detail_Level,Enumeration,Explicit_Symptom,Spelling_Errors
" ""I'm in so much pain, I can't even sleep, and my skin is turning all dark and stuff.""","['General pain', 'Anxious', 'Skin darkening']","['Frequency', 'Interference (with daily activities)', 'Presence/Absence']","['Never', 'Very much', 'Yes']",Vulgar Register,Fearful,1,False,False,False
" ""I have been having trouble achieving and maintaining an erection for the past few months.""","['Achieve and maintain erection', 'Nail loss', 'Decreased appetite', 'Wheezing']","['Severity', 'Presence/Absence', 'Severity', 'Severity']","['Not sexually active', 'Prefer not to answer', 'Mild', 'Severe']",Formal Register,Confused,1,False,False,False
" ""My gut is a bottomless pit, and my skin is a sweaty mess, you insensitive quack!""","['Diarrhea', 'Decreased sweating']","['Frequency', 'Presence/Absence']","['Not sexually active', 'Yes']",Poetic/Literary Register,Insulting,2,False,False,False
" ""Dark yellow urine, Yellow nails, Painful and swollen injection sites, Watery diarrhea.""","['Change in usual urine color', 'Nail discoloration', 'Pain and swelling at injection site', 'Diarrhea']","['Presence/Absence', 'Presence/Absence', 'Presence/Absence', 'Frequency']","['Prefer not to answer', 'Prefer not to answer', 'No', 'Almost constantly']",Informal Register,Neutral,1,True,False,False
" ""I've had this rash on my arms and chest for a few days now, and it's getting worse and worse. It's all red and itchy, and I've been scratching it so much that I've got these big scabs all over the place. I've tried taking a bath with some oatmeal in it, but it didn't help much. Oh, and I've also been having some trouble with constipation lately. I don't know what's causing it, but I've been having really hard stools and I've only had a bowel movement once in the past three days. It's been really uncomfortable, and I feel like I need to go to the bathroom all the time. I don't know what's going on with my body.""","['Rash', 'Constipation']","['Presence/Absence', 'Severity']","['Prefer not to answer', 'Very severe']",Informal Register,Confused,4,False,False,False
" ""My vagina is drier than the sahara desert, my skin is so stretched out it looks like a worn out pair of jeans, and I'm bleeding from my nose like a faucet that won't turn off.""","['Vaginal dryness', 'Stretch marks', 'Nosebleed']","['Severity', 'Presence/Absence', 'Frequency']","['None', 'Prefer not to answer', 'Almost constantly']",Poetic/Literary Register,Insulting,4,False,False,True
" ""I got these bloody bruises all over my body, my skin looks like I'm a bloody negro, I can't control my bloody bowel movements, and I keep hiccuping like a bloody drunkard. I'm so bloody weak I can't even get out of bed, and I'm so bloody tired I fall asleep during the day. I'm so bloody depressed I don't even want to live anymore.""","['Bruising', 'Skin darkening', 'Fecal incontinence', 'Hiccups']","['Presence/Absence', 'Presence/Absence', 'Interference (with daily activities)', 'Frequency']","['Prefer not to answer', 'Prefer not to answer', 'Not at all', 'Not sexually active']",Vulgar Register,Insulting,4,True,True,True
" ""I got the runs and my nails is all yellow and stuff. I got pains all over my body, it's like I got hit by a truck.""","['Diarrhea', 'Nail discoloration', 'General pain']","['Frequency', 'Presence/Absence', 'Severity']","['Almost constantly', 'Not applicable', 'Prefer not to answer']",Vulgar Register,Confused,5,True,False,True
" ""I'm feelin' down, an' I got these bruises all over me body. I don't know how I got 'em, but I think I mighta hurt meself or somethin'.""","['Sad', 'Bruising']","['Frequency', 'Presence/Absence']","['Prefer not to answer', 'Not applicable']",Vulgar Register,Confused,3,False,False,False
" ""I feel so discouraged and fatigued all the time. I have chills all the time and I'm always cold. I'm so weak and I can't do anything. I'm so scared that I might die.""","['Discouraged', 'Fatigue', 'Chills']","['Severity', 'Severity', 'Frequency']","['Very severe', 'Not applicable', 'Frequently']",Informal Register,Fearful,4,True,False,False
" ""I got a bloody rash on my dick and balls, and I'm losing the hell out of my nails. I'm so depressed I can't even get it up anymore, and I'm pissing blood.""","['Nail loss', 'Sad', 'Painful urination', 'Acne']","['Presence/Absence', 'Frequency', 'Severity', 'Severity']","['Prefer not to answer', 'Frequently', 'Prefer not to answer', 'Not sexually active']",Vulgar Register,Insulting,2,False,False,True
" ""I've been having this weird ringing in my ears for a while now. It's like a constant buzzing sound that I can't seem to get rid of. I've tried ignoring it, but it's really annoying. I've also noticed that I don't sweat as much as I used to. I'll be doing some exercise and I won't even break a sweat. I've always been a bit of a sweaty person, so this is really weird. I've also been having some irregular periods/vaginal bleeding. I'm not really sure what's going on with my body. I've been trying to eat healthy and exercise more, but nothing seems to be working. I've also been having a lot of gas lately. I'll be eating something and I'll suddenly feel really bloated. It's really uncomfortable.""","['Ringing in ears', 'Decreased sweating', 'Irregular periods/vaginal bleeding', 'Gas']","['Severity', 'Presence/Absence', 'Presence/Absence', 'Presence/Absence']","['Severe', 'Not sexually active', 'No', 'Not applicable']",Informal Register,Neutral,5,False,True,False
" ""I've been having some issues with my taste lately. I don't know if it's just me, but I feel like I can't taste anything. I've also been having some abdominal pain. It's not too bad, but it's there. I've also been vomiting a bit. I'm not sure what's causing it. I've also been having some trouble sleeping. I'm not sure what's causing it.""","['Taste Changes', 'Abdominal pain', 'Vomiting', 'Insomnia']","['Severity', 'Severity', 'Frequency', 'Interference (with daily activities)']","['Prefer not to answer', 'Not sexually active', 'Never', 'Somewhat']",Neutral/Standard Register,Confused,4,False,True,False
" ""I have been feeling quite off lately, as I have missed my expected menstrual period, and I have also noticed that my appetite has decreased. Additionally, I have been experiencing pain during sexual intercourse.""","['Missed expected menstrual period', 'Decreased appetite', 'Pain with sexual intercourse']","['Presence/Absence', 'Interference (with daily activities)', 'Severity']","['Prefer not to answer', 'Not at all', 'Prefer not to answer']",Poetic/Literary Register,Neutral,4,False,False,True
" ""I've been peeing blood and my hair is falling out like crazy. I'm so sick of this shit already.""","['Change in usual urine color', 'Hair loss']","['Presence/Absence', 'Amount']","['Not applicable', 'Very much']",Informal Register,Insulting,4,True,False,True
" ""My voice is hoarse and rough and I have no appetite at all. I am so angry about this. I don't want to eat anything. I am so tired and weak all the time. I am so angry about this.""","['Voice quality changes', 'Decreased appetite']","['Presence/Absence', 'Severity']","['Not sexually active', 'Severe']",Informal Register,Angry,4,True,True,True
" ""I've been having some weird symptoms lately. I've been bruising really easily, and I've noticed that food tastes really bland. I've also been having some muscle pain, and my voice has been changing. I've been having some trouble with my daily activities because of these symptoms.""","['Bruising', 'Taste Changes', 'Muscle pain', 'Voice quality changes']","['Presence/Absence', 'Severity', 'Interference (with daily activities)', 'Presence/Absence']","['No', 'None', 'Somewhat', 'Yes']",Informal Register,Neutral,5,True,True,True
" ""I'm so sick of feeling sick. I've got this constant nausea that makes me want to puke all the time. And it's not just the nausea, it's the shortness of breath too. I can't catch my breath half the time and it makes me feel like I'm going to pass out. And on top of all that, I've got this pounding headache that won't go away. It's like someone is taking a sledgehammer to my brain. I can't take it anymore, I just want to feel normal again.""","['Nausea', 'Shortness of breath', 'Headache']","['Frequency', 'Severity', 'Severity']","['Occasionally', 'Mild', 'None']",Informal Register,Insulting,5,False,False,False
" ""I got these flashin' lights in ma eyes and ma skin is all red and stuff. I don't know what's goin' on with me, I feel like I'm goin' crazy.""","['Radiation skin reaction', 'Flashing lights']","['Severity', 'Presence/Absence']","['Mild', 'Not sexually active']",Vulgar Register,Confused,4,False,False,True
